Depth(ft),ROP(1 ft),weight on bit (k-lbs),Temp Out( degF),Temp In(degF),Pit Total (bbls),Pump Press (psi),Hookload (k-lbs),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow Out %,WH Pressure (psi)
6336.26,18.21,32.74,128.49,114.81,221.96,1274.22,111.77,818.64,48.9,591.4,66.25,9.56
6337.27,15.74,34.68,128.45,114.93,222.14,1281.04,109.83,874.42,44.07,587.31,65.44,9.56
6338.28,12.04,34.72,128.56,115.04,222.36,1297.7,109.79,866.77,44.37,593.77,67.89,9.56
6339.29,12.89,33.92,128.64,114.97,224.21,1293.92,110.59,819.75,41.65,592.05,70.3,9.56
6340.3,11.58,32.6,128.71,114.97,224.36,1293.92,111.91,869.11,44.8,594.63,72.27,9.56
6341.31,14.04,33.78,128.71,114.85,224.4,1293.92,110.73,867.32,46.47,593.56,72.27,9.94
6342.32,12.12,33.59,128.75,114.85,225.23,1277.25,110.92,866.77,44.28,601.74,72.84,9.56
6343.33,12.41,33.78,128.75,114.7,225.54,1291.64,110.73,824.44,47.21,589.25,71.94,9.94
6344.34,11.72,34.68,128.68,114.62,226.02,1292.4,109.83,929.1,45.88,593.99,71.57,9.94
6345.35,11.53,33.97,128.45,114.51,226.67,1290.13,110.54,855.19,43.88,593.13,73.31,10.32
6346.36,12.15,33.78,128.45,114.59,226.36,1293.16,110.73,889.11,46.44,594.42,73.78,10.32
6347.37,12.7,34.06,128.41,114.62,226.46,1289.37,110.45,891.45,48.48,592.91,72.79,10.32
6348.38,12.37,35.05,128.41,114.66,227.04,1303.77,109.46,910.69,43.93,595.28,72.13,10.7
6349.39,12.49,34.44,128.45,114.7,227.21,1301.49,110.07,840.5,44.66,596.57,72.18,10.32
6350.4,13.82,34.63,128.45,114.81,227.3,1303.77,109.88,867.53,44.33,597.22,71.28,10.32
6351.41,12.57,35.05,129.29,114.89,226.87,1304.52,109.46,877.04,44.14,598.29,73.64,10.32
6352.41,14.25,34.96,129.02,115.08,226.6,1298.46,109.55,929.58,45.39,596.36,72.13,10.32
6353.43,12.72,34.86,128.56,115.27,226.79,1289.37,109.65,911.45,44.58,601.09,72.51,10.32
6354.43,12.57,34.25,128.52,115.35,227.75,1286.34,110.26,813.13,43.85,602.82,72.41,10.32
6355.44,14.2,34.49,128.56,115.23,227.77,1284.82,110.02,819.47,41.12,598.94,72.18,9.94
6356.45,12.67,34.86,128.52,115.2,228.04,1284.07,109.65,875.73,46.06,598.94,71.28,9.94
6357.46,13.2,34.01,128.45,115.12,227.91,1287.86,110.49,890.42,43.15,597.86,70.67,10.32
6358.47,13.31,35.05,128.41,115.12,228.21,1284.07,109.46,907.24,41.01,593.56,69.64,9.94
6359.48,13.87,34.86,128.37,115.12,228.52,1299.22,109.65,845.19,47.98,597.86,72.98,9.94
6360.49,12.49,35.15,128.41,115.16,228.41,1289.37,109.36,917.52,48.51,595.49,71.8,9.56
6361.5,13.27,34.86,128.37,115.16,229.41,1278.01,109.65,897.8,42,621.55,72.46,9.56
6362.51,12.67,34.77,128.64,115.27,228.09,1249.97,109.74,856.01,42.42,609.49,74.02,9.56
6363.52,11.29,34.68,128.68,115.39,227.89,1287.86,109.83,864.7,42.96,601.96,73.97,9.56
6364.53,13.77,35.38,128.68,115.5,227.84,1287.1,109.13,880.15,42.5,602.17,73.5,9.56
6365.54,13.37,35.24,128.64,115.5,227.72,1284.07,109.27,853.12,47.46,602.17,73.64,9.18
6366.55,11.82,35.2,127.99,114.85,227.58,1271.19,110.12,958.54,44.58,592.69,74.39,8.41
6367.58,12.15,35.49,129.82,115.16,225.62,1277.25,109.83,935.1,45.15,594.85,77.03,8.03
6368.59,12.12,35.82,128.56,116.03,227.09,1266.64,109.5,935.38,43.66,598.72,74.77,7.65
6369.6,11.46,35.11,128.45,116.42,226.89,1245.43,110.21,915.38,45.71,604.76,75.1,7.27
6370.6,12.44,35.35,128.56,116.42,227.53,1243.91,109.98,916.21,45.22,601.52,73.78,7.27
6371.61,10.78,35.11,128.68,116.34,228.12,1253,110.21,944.82,44.1,601.96,72.89,6.51
6372.62,13.21,35.16,128.75,116.34,228.74,1251.49,110.16,945.1,45.36,599.37,73.17,6.51
6373.63,11.26,35.11,128.79,116.3,228.55,1255.28,110.21,985.85,43.23,598.94,72.41,6.13
6374.65,7.53,24.68,128.75,116.38,228.29,1250.73,120.64,1049.21,47.49,601.31,73.03,5.74
6375.68,23.26,35.58,128.71,116.38,228.78,1256.79,109.74,952.75,43.9,595.06,73.54,5.74
6376.69,12.21,34.83,128.75,116.3,228.91,1262.1,110.49,847.33,46.62,594.63,73.92,5.74
6377.7,10.3,34.78,129.13,116.42,228.63,1265.88,110.54,940.89,44.14,593.77,73.36,5.36
6378.71,12.48,34.64,129.13,116.61,228.93,1268.16,110.68,960.34,43.6,594.63,73.45,5.36
6379.72,13.02,34.78,129.1,116.8,229.26,1259.07,110.54,903.87,44.81,596.14,73.83,5.36
6380.75,13.21,34.78,129.06,116.87,229,1251.49,110.54,918.28,44.13,593.77,74.02,4.98
6381.76,13.12,34.64,129.06,116.95,228.95,1254.52,110.68,1015.29,58.19,597.43,74.63,4.6
6382.77,13.42,34.54,129.06,117.14,228.44,1256.79,110.78,976.68,42.96,598.29,72.27,4.6
6383.78,16.83,34.78,129.06,117.18,228.6,1244.67,110.54,966.95,45.37,598.08,73.31,4.6
6384.79,18.86,34.54,129.06,117.25,229.03,1249.97,110.78,936.2,39.16,596.36,72.89,4.6
6385.8,21.14,34.87,129.02,117.29,228.67,1257.55,110.45,949.86,42.82,597.22,73.73,4.6
6386.81,14.53,34.64,129.02,117.25,228.37,1253.76,110.68,910.97,44.78,601.52,73.26,4.6
6387.82,17.56,35.2,129.06,117.37,228.16,1239.37,110.12,939.86,47.76,601.09,73.21,4.98
6388.83,17.55,34.73,129.17,117.37,228.27,1249.22,110.59,896.49,46.24,599.8,72.7,4.6
6389.84,14.61,35.72,129.29,117.37,227.58,1261.34,109.6,1020.05,40.8,597.22,73.31,4.98
6390.85,16.72,35.2,129.32,117.44,227.71,1248.46,110.12,906.76,56.49,599.16,74.25,4.6
6391.86,14.31,35.53,129.48,117.52,227.64,1250.73,109.79,972.95,36.21,594.85,72.79,4.98
6392.87,15.95,35.63,129.48,117.64,227.19,1253,109.69,938.55,51.24,593.99,71.71,4.98
6393.88,14.13,34.97,129.51,117.71,227.89,1259.07,110.35,871.73,45.03,597.86,72.23,4.6
6394.89,13.86,35.44,129.67,117.83,227.75,1254.52,109.88,900.97,44.43,596.57,72.08,4.6
6395.9,12.12,34.78,129.67,118.05,227.04,1251.49,110.54,919.38,46.15,599.16,71.24,4.22
6396.94,14.63,35.01,128.56,113.86,227.56,1261.34,111.2,953.03,47.67,606.26,75.52,3.46
6397.95,13.58,36.1,128.6,115.08,227.68,1261.34,110.12,967.71,45.1,612.94,75.43,3.08
6398.96,11.34,33.98,128.83,116.11,227.1,1243.91,112.24,962.47,42.36,603.03,74.53,3.08
6399.97,14.1,35.86,128.98,116.57,227.48,1250.73,110.35,1021.84,43.98,602.17,73.59,3.08
6401,13.57,35.68,129.29,116.91,228.39,1237.85,116.54,968.47,64.44,602.17,74.44,2.69
6402.01,16.64,34.17,129.4,117.1,228.44,1246.94,112.05,965.85,39.81,598.51,74.35,2.31
6403.02,11.84,34.54,129.63,117.41,228.12,1246.94,111.67,1042.11,47.09,597.43,74.53,2.31
6404.03,12.41,34.07,129.86,117.75,228.13,1249.22,112.15,955.65,43.81,598.08,73.45,2.31
6405.04,10.88,34.26,129.97,117.83,228.29,1246.94,111.96,928.27,45.22,597.22,72.98,2.31
6406.05,11.93,34.97,130.28,118.02,228.28,1255.28,111.25,938.82,44.42,599.37,72.79,2.31
6407.06,11.43,34.31,130.2,118.21,228.74,1229.52,111.91,943.51,41.33,591.19,71.05,2.31
6408.07,12.94,34.78,130.2,118.36,229.98,1231.03,111.44,916.21,44.1,593.77,71.76,2.31
6409.08,11.61,33.79,130.12,118.51,230.16,1221.94,112.43,972.68,41.24,592.26,74.91,1.93
6410.09,13.63,34.5,130.2,118.47,230.06,1222.7,111.72,1017.63,39.08,590.76,74.67,1.93
6411.11,12.85,34.27,130.28,118.7,230.13,1221.18,117.95,1008.46,35.52,595.28,74.3,1.93
6412.16,14.13,34.19,130.32,118.82,230.23,1228,109.03,1009.77,42.27,593.56,73.87,1.93
6413.18,13.37,34.59,130.35,118.93,230.68,1225.73,111.63,905.66,42.81,593.77,74.11,1.55
6414.19,11.69,34.26,130.35,118.93,231.44,1222.7,111.96,931.45,43.19,591.19,73.21,1.93
6415.2,13.27,34.83,130.35,118.86,231.99,1229.52,111.39,928.83,46.35,592.91,73.45,2.69
6416.21,12.53,34.73,130.43,118.89,232,1232.55,111.49,934.34,48.86,592.91,72.41,2.31
6417.22,14.45,34.87,130.43,118.97,231.99,1230.28,111.34,1009.77,47.18,592.48,72.89,2.69
6418.23,11.76,33.79,130.47,119.05,232.17,1234.06,112.43,971.64,45.88,593.99,73.83,2.69
6419.24,13.17,34.97,130.54,119.16,232.2,1230.28,111.25,948.27,45.88,592.48,73.78,2.69
6420.25,11.73,34.64,130.54,119.31,231.98,1234.82,111.58,956.41,47.02,596.36,73.17,2.69
6421.26,11.59,34.78,130.58,119.39,232.19,1231.79,111.44,1049.97,37.1,591.19,73.83,2.69
6422.27,12.04,33.6,130.62,119.5,232.06,1230.28,112.62,1051.07,40.9,590.76,73.03,2.31
6423.28,11.39,33.98,130.58,119.54,232.47,1213.61,112.24,1009.01,45.56,588.82,73.92,2.31
6424.29,13.63,34.5,130.62,119.58,232.87,1223.46,111.72,1039.49,47.81,592.05,74.3,2.31
6425.3,12.81,33.67,130.7,119.62,233.14,1228.76,120.55,1203.52,43.52,595.06,73.5,1.93
6426.32,14.57,32.94,130.66,119.73,233.19,1240.88,113.28,990.33,45.54,595.28,72.65,1.93
6427.35,16.19,34.4,130.7,119.77,233.14,1225.73,111.82,952.2,44.92,589.25,72.7,1.93
6428.37,15.27,35.72,127.76,106.85,228.52,1307.55,110.49,966.95,45.24,605.81,70.62,6.13
6429.38,14.61,35.39,127.72,108.94,228.41,1307.55,110.83,938.55,48.37,606.67,70.58,6.13
6430.39,13.93,34.97,127.8,110.62,228.6,1320.43,111.25,942.48,51.78,612.06,70.95,6.51
6431.4,14.61,34.73,128.03,111.88,228.5,1315.13,111.49,881.25,48.8,610.77,72.79,6.51
6432.41,12.38,35.25,128.45,113.37,229.07,1316.64,110.97,892.01,45.16,612.71,71.85,6.89
6433.42,14.36,35.72,128.79,114.28,229.27,1310.58,110.49,919.38,44.99,609.04,70.58,6.51
6434.43,15.8,35.01,129.17,115.08,229.46,1321.95,111.2,931.45,43.57,610.55,70.95,6.89
6435.44,15.09,35.72,129.63,115.73,228.6,1326.49,110.49,955.85,43.95,611.84,70.25,6.89
6436.45,10.18,35.06,130.05,116.38,227.37,1318.16,111.16,965.09,50.16,607.53,73.59,7.27
6437.46,10.69,35.11,130.2,116.8,228,1320.43,111.11,958.75,48.42,607.96,74.16,7.27
6438.47,13.61,35.35,130.28,117.18,227.58,1316.64,110.87,919.59,44.49,604.3,73.4,7.27
6439.48,18.45,35.35,130.32,117.33,227.33,1314.37,110.87,930.41,44.95,605.38,72.65,7.65
6440.49,11.28,34.97,130.35,117.64,227.92,1311.34,111.25,997.43,47.53,606.24,68.27,7.27
6441.5,10.48,35.2,130.43,117.79,228.17,1274.98,111.01,972.47,45.33,596.76,72.23,6.89
6442.5,11.28,34.68,130.51,117.75,228.97,1277.25,111.53,949.03,44.89,601.07,75.24,7.27
6443.51,14.59,35.53,130.54,117.98,228.92,1280.28,110.68,944.62,42.9,599.13,74.91,7.27
6444.52,11.29,34,130.66,118.21,228.4,1280.28,120.22,1097.82,41.21,602.79,75.15,7.27
6445.54,10.91,34.4,130.62,118.21,228.88,1285.58,111.82,950.34,45.65,600.64,74.96,6.89
6446.55,14.48,35.68,130.66,118.21,228.78,1281.79,110.54,908.07,45.5,598.05,74.58,6.89
6447.56,15.54,35.11,130.7,118.32,228.87,1282.55,111.11,915.17,44.22,598.05,74.58,6.89
6448.57,17.95,35.35,130.7,118.36,228.47,1282.55,110.87,855.46,46.18,596.97,74.77,6.89
6449.58,15.27,34.92,130.73,118.47,228.31,1301.49,111.3,887.04,42.27,601.93,74.02,6.89
6450.59,14.25,34.97,130.81,118.55,228.19,1343.92,111.25,934.82,42.5,616.37,75.95,6.89
6451.59,14.08,34.87,130.89,118.59,229.11,1351.5,111.34,915.66,42.81,619.82,77.26,6.51
6452.6,16.75,35.39,130.96,118.66,228.88,1356.8,110.83,874.15,36.71,618.74,77.5,6.51
6453.61,14.37,35.72,131.08,118.82,229.07,1361.34,110.49,832.57,41.91,621.97,76.04,6.51
6454.62,15.14,34.92,131.15,119.01,229.58,1361.34,111.3,827.88,40.93,621.33,76.65,6.51
6455.63,13.51,34.5,131.19,119.12,230.35,1358.31,111.72,859.12,36.66,622.62,69.68,6.51
6456.64,10.66,34.07,131.38,119.31,230,1294.67,112.15,977.99,41,605.59,68.18,6.51
6457.66,14.03,33.93,131.38,119.01,228.81,1292.4,112.29,948.55,38.26,601.5,67.99,6.89
6458.67,12.41,36.57,131.42,118.78,226.01,1302.25,109.65,926.41,41.47,600.85,68.08,6.89
6459.68,17.36,33.74,130.89,115.92,225.69,1541.66,107.66,793.96,42.55,669.39,73.31,7.27
6460.69,17.07,36.34,130.89,116.72,226.68,1343.92,105.07,844.71,37.35,620.68,68.79,7.27
6461.7,13.42,35.77,131.12,117.25,227.18,1337.1,105.63,925.93,39.81,626.28,69.68,7.27
6462.71,16.24,36.29,131.04,117.64,227.84,1331.04,105.12,850.98,38.67,626.5,69.26,7.27
6463.72,13.77,35.49,131.15,117.98,227.95,1312.86,105.92,807.89,39.09,617.23,68.6,7.65
6464.73,15.7,35.44,131.23,118.13,228.12,1317.4,105.96,834.16,43.34,616.59,68.18,7.65
6465.74,13.77,35.96,131.27,118.25,228.56,1324.22,105.45,861.81,42.04,616.15,68.84,7.65
6466.75,14.25,35.3,131.38,118.05,228.25,1324.98,106.11,766.59,40.14,613.57,68.6,8.03
6467.76,13.45,36.2,131.42,118.02,227.77,1328.01,105.21,828.37,39.72,612.27,67.47,8.41
6468.77,13.42,35.82,131.46,117.9,228.05,1331.8,105.59,845.19,41.1,610.98,66.62,8.03
6469.78,12.81,36.29,131.46,117.86,228.39,1331.8,105.12,786.31,42.14,608.61,66.57,8.79
6470.79,9.49,35.16,131.65,117.71,227.58,1334.83,106.25,826.02,40.31,611.41,67.52,8.79
6471.8,14.05,36.34,131.65,117.9,227.73,1327.25,105.07,833.88,35.41,615.29,68.55,8.79
6472.81,12.94,35.87,131.61,118.05,227.34,1327.25,105.54,868.36,37.97,619.39,69.4,8.79
6473.82,12.81,35.39,131.57,118.25,228.17,1321.95,106.01,857.32,38.99,619.39,69.49,9.18
6474.83,13.16,35.25,131.54,118.44,228.37,1320.43,106.15,810.23,38.97,619.39,68.55,9.18
6475.84,16.98,36.24,131.5,118.59,228.82,1324.22,105.16,834.98,38.24,619.17,71.33,9.18
6476.85,13.82,36.53,131.54,118.59,228.25,1322.71,104.88,863.12,42.73,620.47,69.64,9.18
6477.86,16.16,35.91,131.5,118.47,228.43,1325.74,105.49,820.23,42.38,619.82,70.2,9.18
6478.87,14.37,36.1,131.5,118.44,228.25,1328.01,105.3,807.89,41.71,618.96,71.52,9.56
6479.88,13.76,35.68,131.46,118.32,227.97,1332.55,105.73,761.07,40.78,619.17,68.84,9.56
6480.89,15.74,34.88,131.46,118.32,228.96,1339.37,106.53,807.61,39.22,619.39,68.74,9.94
6481.9,16.52,36.34,131.42,118.21,229.96,1337.86,105.07,807.89,43.05,618.09,68.93,9.56
6482.91,17.92,35.21,131.46,118.25,229.32,1356.8,106.2,789.48,39.43,618.53,68.22,9.56
6483.92,17.39,36.39,131.5,118.25,229.5,1353.01,105.02,880.42,39.92,619.6,68.65,9.94
6484.93,16.61,35.06,131.5,118.32,229.11,1351.5,106.34,831.81,38.61,622.4,70.44,9.56
6485.94,14.21,35.25,131.57,118.32,229.67,1349.98,106.15,821.54,43.06,621.33,67.8,9.56
6486.95,17.92,35.91,131.54,118.36,229.99,1351.5,105.49,820.23,39.57,618.96,67.85,9.94
6487.96,19.35,36.29,131.5,118.4,229.93,1349.22,105.12,833.4,43.14,616.37,67.8,9.94
6488.97,18.17,35.77,131.46,118.51,230.2,1351.5,105.63,875.46,42.35,616.8,69.92,9.94
6489.98,21.27,35.44,131.42,118.51,230.11,1355.28,105.96,810.23,41.7,617.23,68.93,9.94
6490.99,16.91,35.77,131.38,118.7,229.65,1352.25,105.63,877.32,46.18,621.54,71.61,9.94
6492,15.62,34.48,130.12,115.31,227.44,1360.59,108.98,1003.5,44.83,632.32,75.38,10.32
6493.01,12.94,35.66,130.32,116.19,227.87,1353.01,107.81,949.3,43.11,628.44,73.36,10.7
6494.02,13.15,34.81,130.47,116.68,228.28,1325.74,108.65,916.97,41.25,617.66,73.26,10.32
6495.03,12.33,35.89,130.58,117.06,229.07,1325.74,107.57,990.88,45.8,616.8,74.02,10.7
6496.05,12.05,36.27,130.77,117.41,229.67,1324.22,107.19,969.3,45.44,617.02,72.89,10.32
6497.07,12.07,35.94,130.96,117.71,228.79,1328.77,107.52,917.79,43.28,611.84,72.32,10.7
6498.08,11.15,35.23,131.19,117.83,228.51,1332.55,108.23,1001.36,43.15,612.71,72.6,11.08
6499.09,11.08,35.28,131.19,118.02,230.12,1333.31,108.18,920.41,40.89,615.08,70.91,10.7
6500.1,11.93,34.38,131.23,118.32,230.6,1331.04,109.08,921.45,39.47,617.88,72.13,10.7
6501.11,14.71,35.71,131.27,118.47,230.59,1334.83,107.76,953.23,38.46,615.72,71.99,10.7
6502.12,14.1,35.14,131.31,118.55,230.73,1327.25,108.32,997.15,38.43,615.72,73.07,10.7
6503.15,12.82,35.52,131.31,118.63,230.64,1329.52,107.95,934.34,38.2,617.23,71.05,10.32
6504.16,11.13,34.48,131.31,118.78,230.22,1328.77,108.98,973.51,40.84,618.31,70.01,10.7
6505.17,12.63,35.71,131.42,118.89,230.43,1330.28,107.76,934.82,39.95,618.31,68.69,10.7
6506.21,11.93,35.99,131.5,118.97,230.82,1321.95,107.47,1006.6,39.08,615.29,67.61,10.32
6507.22,14.91,34.71,131.57,119.08,231.2,1321.19,108.75,1004.26,38.94,612.92,68.65,10.7
6508.23,12.09,34.9,131.61,119.24,231.77,1324.22,108.56,962.47,42.11,614.21,68.13,10.7
6509.24,13.28,34.53,131.65,119.39,231.29,1323.46,108.94,969.3,44.75,614.21,68.84,10.7
6510.25,13.36,35.19,131.69,119.31,230.74,1330.28,108.28,972.2,41.35,609.26,69.21,11.08
6511.26,11.08,34.67,131.73,119.5,229.77,1328.01,108.8,929.1,44.22,612.71,68.18,11.08
6512.27,12.98,33.72,131.76,119.43,228.55,1323.46,109.74,949.3,37.68,613.35,71.57,11.08
6513.28,16,34.86,131.88,119.47,228.42,1321.19,108.61,941.93,39.9,615.08,75.05,11.08
6514.29,14.21,35.47,131.88,119.58,228.96,1318.92,107.99,996.6,40.89,613.57,75.1,11.08
6515.3,12.5,34.67,131.92,119.69,229.65,1317.4,108.8,986.4,40.78,611.63,75.43,11.08
6516.31,14.34,35.19,131.95,119.58,229.67,1328.77,108.28,926.96,43.84,613.78,75.71,11.46
6517.32,12.36,34.43,131.95,119.62,229.77,1336.34,109.03,936.96,39.75,613.14,77.08,11.84
6518.33,15.03,34.9,131.99,119.54,229.79,1340.89,108.56,958.54,40.28,614.43,76.65,11.84
6519.35,14.75,34.57,132.03,119.5,230.02,1346.95,108.89,950.61,40.4,613.57,75.38,11.84
6520.36,16.07,34.86,132.03,119.43,229.55,1350.74,108.61,912.48,41.41,615.29,76.18,11.84
6521.37,15.76,34.71,132.03,119.43,229.66,1350.74,108.75,958.54,41.85,614.43,76.75,12.23
6522.38,14.08,35,132.03,119.39,229.28,1357.56,108.47,1023.15,39.4,610.77,75.95,12.23
6523.4,24.81,37.55,131.23,116.91,228.89,1308.31,109.41,1054.73,44.87,601.52,75.48,12.23
6524.41,17.16,35.38,131.23,117.22,228.26,1353.77,109.08,1049.49,37.19,614.66,76.28,12.99
6525.42,15.21,36.14,131.34,117.44,228.45,1353.01,108.32,1046.87,38.68,617.25,77.17,12.99
6526.43,16.99,34.68,131.38,117.64,228.26,1359.83,109.79,974.06,40.11,617.89,77.41,13.37
6527.44,16.52,36,131.42,117.75,228.52,1341.65,108.47,943.79,40.84,613.8,77.41,13.75
6528.45,14.9,35.2,131.5,117.9,228.52,1343.16,109.27,1039.21,41.74,609.71,77.5,13.75
6529.46,14.05,35.43,131.57,118.09,228.75,1341.65,109.03,1021.84,39.98,610.79,77.45,13.37
6530.47,18.37,35.2,131.61,118.13,228.56,1332.55,109.27,1001.91,35.86,610.35,77.88,13.37
6531.49,24.48,35.48,131.76,118.28,229.05,1353.01,108.98,1057.9,42.52,615.74,76.42,14.13
6532.5,21.38,35.81,131.76,118.32,228.92,1350.74,108.65,935.65,44.65,612.29,78.77,13.75
6533.51,17.73,35.29,131.8,118.36,229.29,1357.56,109.17,1011.08,40.89,616.38,77.64,14.13
6534.52,18.75,35.95,131.76,118.4,228.87,1350.74,108.51,955.65,40.1,615.74,77.88,13.75
6535.53,13.93,35.48,131.84,118.44,228.83,1347.71,108.98,902,40.75,615.74,78.16,13.75
6536.54,18.27,36.38,131.8,118.47,228.91,1359.83,108.09,992.19,33.07,602.6,77.26,14.13
6537.57,32.55,36.66,131.8,118.4,228.89,1358.31,107.81,1090.72,28.36,601.52,78.44,13.75
6538.58,26.75,35.76,131.88,118.44,228.84,1354.53,108.7,1074.45,38.82,603.89,77.92,14.13
6539.59,27.13,34.77,131.8,118.36,228.73,1354.53,109.69,1113.34,37.41,607.12,76.89,13.37
6540.6,26.89,35.24,131.8,118.4,228.92,1375.74,109.22,1048.94,38.46,617.89,77.64,13.75
6541.61,21.52,35.15,131.84,118.44,228.43,1333.31,109.32,1085.76,40.02,606.91,77.74,13.75
6542.62,15.66,35.67,131.84,118.55,228.77,1351.5,108.8,1022.11,42.38,615.95,78.21,13.75
6543.63,16.91,36.14,131.84,118.7,229.04,1355.28,108.32,995.84,42.29,616.17,78.35,13.37
6544.64,12.49,35.53,131.8,118.7,229.46,1356.8,108.94,953.23,43.96,620.26,78.3,12.99
6545.65,14.48,35.34,131.84,118.82,229.33,1358.31,109.13,975.09,38.08,619.62,78.16,13.37
6546.66,15.2,36.42,131.92,118.86,229.55,1353.77,108.04,985.09,41.62,618.97,77.22,13.37
6547.67,14.66,35.67,131.88,119.05,229.42,1353.77,108.8,945.1,41.92,618.97,78.16,12.99
6548.68,19.45,34.49,131.99,118.97,227.92,1312.1,109.98,966.13,38.59,633.61,79.9,12.61
6549.69,16.68,36,132.18,119.69,227.4,1246.94,108.47,936.69,43.5,640.29,80,12.61
6550.7,14.54,35.81,132.37,120.49,227.28,1163.61,108.65,920.14,46.36,624.14,78.58,12.23
6551.71,18.09,36.66,132.72,121.33,228.61,1221.18,107.81,975.57,45.27,608.63,77.08,12.61
6552.72,9.89,24.92,134.55,119.2,211.32,1292.4,124.18,1063.9,38.08,588.78,76.61,2.69
6553.73,6.89,24.96,135,119.31,212.63,1382.56,119.08,966.95,38.84,598.26,76.84,3.84
6554.74,5.93,24.73,135.04,119.85,212.69,1400.74,119.31,1010.53,38.06,616.15,78.07,4.6
6555.75,13.27,34.33,135.23,120.27,212.01,1399.23,109.71,973.78,41.48,621.76,78.21,4.22
6556.77,4.26,21.3,135.5,120.88,213.14,1381.04,122.74,973.78,39.38,629.95,77.45,4.98
6557.78,11.3,26.07,135.46,120.8,213.49,1385.59,117.96,919.86,40.69,618.09,77.03,5.36
6558.79,6.45,24.92,135.42,120.65,214.38,1362.86,119.12,943.03,39.6,609.26,76.75,5.36
6559.8,6.92,25.38,135.46,120.42,214.72,1407.56,118.66,930.14,41.73,617.23,77.64,5.74
6560.81,6.46,25.43,135.73,120.57,215.27,1412.1,118.61,926.69,39.37,620.03,77.36,5.74
6561.82,9.55,30.29,135.58,120.69,215.45,1403.01,113.74,974.82,39.25,615.51,78.02,6.13
6562.83,7.43,28.62,135.35,120.69,216.03,1471.2,115.41,973.78,36.89,640.73,79.2,6.13
6563.84,8.3,30.2,135.61,121.37,215.77,1798.49,113.84,1003.22,48.36,726.73,85.69,6.51
6564.85,8.98,30.43,135.92,121.98,215.86,1790.16,113.61,913.59,40.9,724.14,85.74,6.51
6565.86,9.5,30.06,136.11,122.29,216.3,1787.88,113.98,936.2,39.02,722.2,83.72,6.51
6566.87,9.49,29.92,136.3,122.71,215.98,1803.04,114.12,908.07,40.9,723.28,84.61,6.51
6567.88,6.73,25.89,136.49,123.01,216.06,1800.76,118.15,900.14,40.05,727.37,86.59,6.13
6568.89,8.86,26.17,136.61,123.28,216.4,1802.28,117.87,903.31,38.59,725.22,87.01,6.13
6569.9,8.71,25.84,136.64,123.39,217.41,1792.43,118.2,898.35,41.28,727.37,87.39,6.51
6570.91,9.14,26.35,136.64,123.54,217.23,1787.88,117.69,952.2,40.65,729.74,86.73,6.51
6571.92,9.57,25.61,135.88,122.25,216.23,1777.28,118.43,929.1,38.71,731.82,86.59,6.51
6572.93,9.15,25.29,136.07,122.63,214.93,1784.1,118.75,865.46,40.78,728.81,85.13,6.13
6573.95,18.66,35.76,136.15,122.93,214.69,1800.01,108.27,947.24,42.11,726.44,86.78,6.51
6574.96,3.67,17.08,136.49,123.35,214.27,1747.73,126.96,919.59,40.27,728.59,86.02,6.51
6575.98,13.55,26.31,136.57,123.62,214.38,1753.03,117.73,890.7,40.19,440,85.98,6.13
6576.99,7.49,26.58,136.76,124.38,213.45,1682.58,117.45,931.17,43.82,1549.14,87.11,6.51
6578,9.06,26.49,136.57,124.61,213.77,1274.98,117.55,936.69,41.85,612.51,78.02,6.51
6579.01,14.04,34.37,136.42,123.58,213.41,1391.65,109.67,919.59,42.97,633.18,80.42,6.51
6580.02,13.61,35.49,136.45,123.28,213.15,1794.7,108.55,889.94,42.62,735.27,87.25,6.13
6581.03,12.19,35.35,136.38,123.2,214.54,1381.8,108.69,879.94,41.04,616.17,77.36,6.13
6582.04,11.6,35.07,136.11,122.82,215.51,1300.73,108.97,899.11,41.5,590.76,74.58,6.51
6583.07,10.36,35.76,135.81,122.21,215.14,1304.52,108.27,894.35,40.1,588.82,74.77,6.51
6584.08,10.48,34.79,136.11,122.4,214.55,1822.73,109.25,880.7,41.79,727.73,80.8,6.51
6585.09,12.63,34.23,136.57,123.05,214.16,1815.16,109.8,847.6,40.93,727.94,82.07,6.89
6586.1,10.29,35.23,135.23,121.1,214.17,1782.58,109.57,1003.5,41.62,724.14,86.49,7.65
6587.11,11.39,36.02,135.39,121.87,214.68,1784.85,108.78,964.54,40.9,721.12,84.94,7.65
6588.12,10.36,34.69,135.69,122.02,216.4,1798.49,109.11,977.16,40.02,721.98,84.75,7.65
6589.13,11.58,35.43,136.03,122.48,217.75,1792.43,108.37,976.4,40.97,720.04,84.28,8.03
6590.15,12.38,35.25,135.61,120.8,216.72,1744.7,108.55,1006.33,41.39,711.58,83.58,8.41
6591.16,12.74,36.08,135.69,121.6,217.43,1701.52,107.72,963.78,42.15,699.52,83.58,8.03
6592.17,10.98,35.76,135.81,121.98,218.5,1707.58,108.04,974.26,41.57,703.39,83.48,8.41
6593.17,12.54,35.34,135.81,122.13,220.94,1701.52,108.46,984.26,39.17,701.02,83.2,8.41
6594.19,13.22,35.76,135.88,122.29,221.43,1690.91,108.04,967.16,39.02,705.12,83.81,8.41
