Depth(ft),ROP(1 ft),weight on bit (k-lbs),Temp Out( degF),Temp In(degF),Pit Total (bbls),Pump Press (psi),Hookload (k-lbs),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow Out %,WH Pressure (psi)
6595.2,11.96,35.2,135.92,122.44,221.6,1694.7,108.6,955.85,37.03,704.25,83.95,8.41
6596.21,12.16,35.43,136,122.67,221.17,1687.12,108.37,982.47,37.86,704.68,82.54,8.79
6597.22,12.2,35.71,136.07,123.05,221.02,1671.97,108.09,1022.94,37.97,707.05,83.34,8.79
6598.23,12.28,35.15,136.19,123.43,221.11,1658.33,108.65,973.51,38.4,709.42,82.3,8.79
6599.23,11.68,34.64,136.34,123.89,220.57,1604.54,109.16,979.02,41.06,702.53,75.95,9.18
6600.24,14.26,35.39,136.42,123.89,220.71,1616.66,108.41,976.4,40.59,700.81,80.33,9.18
6601.25,13.51,35.06,136.53,123.93,221.82,1640.15,108.74,956.41,41.41,699.3,81.03,9.18
6602.26,13.66,35.48,136.64,123.85,221.79,1673.48,108.32,1001.64,38.75,701.02,80.61,9.56
6603.27,12.7,34.78,136.68,123.89,222.05,1673.48,109.02,974.06,38.99,701.24,80.66,9.56
6604.28,14.49,35.11,136.68,123.85,222.02,1680.3,108.69,930.62,40.48,699.09,80.23,9.56
6605.29,13.87,35.15,136.87,123.89,222.35,1686.36,108.65,982.47,39.26,699.09,80.04,9.94
6606.3,12.67,35.53,136.87,124,222.42,1687.12,108.27,945.37,41.51,698.01,81.69,9.56
6607.31,15.53,35.57,136.95,123.96,222.69,1696.21,108.23,951.65,39.86,696.5,81.03,9.94
6608.32,11.11,35.2,137.14,124.12,221.93,1690.15,108.6,985.57,37.82,699.52,81.64,9.94
6609.33,13.92,35.43,137.1,124.27,223.24,1687.12,108.37,932.76,32.45,698.65,82.02,9.94
6610.34,11.85,35.25,137.06,124.23,223.38,1663.63,108.55,961.65,40.31,700.81,80.33,10.32
6611.35,13.36,35.2,137.06,124.38,223.46,1671.97,108.6,943.24,39.57,701.02,81.69,10.32
6612.36,11.43,34.23,137.06,124.46,223.48,1670.45,109.57,1000.6,37.13,701.89,83.1,10.32
6613.37,12.27,34.78,137.06,124.46,223.56,1670.45,109.02,953.79,38.65,700.81,81.41,10.7
6614.38,11.32,34.88,137.14,124.42,223.55,1682.58,108.92,1031.08,37.06,701.45,78.16,10.7
6615.39,11.09,35.11,137.14,124.35,223.41,1675.76,108.69,968.26,35.8,698.22,81.69,10.7
6616.4,12.11,35.15,137.29,124.27,223.65,1689.39,108.65,1029.49,32.3,697.15,81.64,10.7
6617.4,11.04,34.9,136.49,122.48,224.11,1656.06,108.09,994.53,39.22,690.26,80.75,11.08
6618.41,13.16,36.47,136.49,122.9,224.42,1666.67,106.51,1371.21,25.23,696.72,81.41,11.46
6619.43,28.33,35.31,136.72,123.47,224.53,1647.72,107.67,1042.39,38.38,687.89,80.23,11.46
6620.44,14.14,34.99,136.91,123.66,224.65,1696.21,108,912.28,42.01,699.3,78.16,11.46
6621.45,13.88,35.78,136.91,123.93,224.44,1691.67,107.21,1036.04,42.85,698.44,80.8,11.46
6622.46,14.48,36.33,136.95,124.04,225.09,1684.85,106.65,953.51,42.27,695.42,81.08,11.46
6623.47,19.17,35.82,136.91,124.04,224.71,1725,107.16,1021.84,38.14,691.55,80.7,11.46
6624.48,16.84,35.68,136.87,124.12,224.75,1691.67,107.3,1003.22,40.87,694.35,81.5,11.46
6625.49,16.01,35.59,136.99,124.23,224.9,1691.67,107.39,975.09,42.46,698.01,81.22,11.84
6626.5,13.43,35.55,136.95,124.42,225.09,1681.06,107.44,963.51,42.24,696.93,82.49,11.84
6627.51,15.08,35.17,136.04,124.5,225.1,1683.33,107.81,934.62,38.64,695.64,82.68,11.46
6628.52,13.07,35.87,136.63,124.5,223.82,1685.61,107.12,975.85,39.28,693.7,84.09,11.84
6629.53,13.58,35.22,136.17,124.46,223.44,1714.4,107.76,990.88,36.39,699.3,84.28,11.84
6630.54,11.89,35.78,136.01,124.57,222.6,1702.27,107.21,1027.63,38.26,695.64,84.14,11.84
6631.55,16.16,35.59,136.1,124.57,222.3,1699.24,107.39,1040.25,38.81,695.64,83.62,11.84
6632.56,12.75,35.04,136.18,124.73,222.2,1700,107.95,1030.25,39.6,696.07,83.62,11.84
6633.57,14.71,35.04,136.12,124.69,221.98,1703.79,107.95,1066.79,39.03,694.56,84.56,11.84
6634.58,14.81,33.78,136.88,124.65,221.55,1706.82,109.2,1122.3,44.4,693.92,85.04,11.84
6635.59,18.75,34.94,136.15,124.61,221.09,1712.12,108.04,1025.56,42.58,693.49,84.66,11.84
6636.6,21.06,34.8,136.11,124.65,221.05,1724.24,108.18,1058.66,41.39,692.19,84.47,11.84
6637.61,20.18,34.15,136.34,124.65,220.76,1712.12,108.83,1027.63,38.75,694.78,84,11.84
6638.62,19.87,35.96,136.38,124.69,221.05,1717.43,107.02,980.06,43.05,694.35,83.76,11.84
6639.63,15.47,35.96,136.45,124.69,220.84,1703.03,107.02,1010.05,42.58,693.27,79.81,11.84
6640.64,13.41,36.1,136.53,124.61,220.84,1702.27,106.88,952.48,42.56,695.42,80.51,11.84
6641.65,13.41,36.29,136.68,124.69,220.75,1714.4,106.7,999.5,42.08,695.86,79.71,11.84
6642.66,13.02,35.41,136.68,124.69,220.47,1703.79,107.58,933.79,41.24,696.07,82.12,11.84
6643.67,11.36,35.59,136.8,124.69,220.16,1701.52,107.39,938.82,40.93,693.92,82.92,11.84
6644.68,9.55,36.15,136.76,124.76,220.11,1709.09,106.84,938.55,39.51,696.07,82.63,11.84
6645.69,12.11,35.13,136.91,124.73,220.12,1711.36,107.86,958.27,37.79,695.42,75.99,12.23
6646.7,13.69,36.33,136.99,124.57,220.27,1710.61,106.65,971.37,35.26,693.92,76.04,11.84
6647.71,15.66,34.85,137.06,122.9,221.74,1728.79,108.14,1027.91,36.27,692.84,80.33,11.84
6648.72,16.67,33.95,136.07,121.3,219.22,1728.03,110.04,1039.49,37.51,694.78,79.34,11.84
6649.73,15.87,35.15,136.19,122.06,219.49,1715.91,108.83,1159.6,39.89,695.21,78.49,12.23
6650.74,12.28,35.39,136.26,122.67,219.47,1712.88,108.6,1058.66,40.2,698.22,79.34,12.23
6651.75,11.28,35.53,136.42,123.2,219.83,1706.82,108.46,1088.1,40.89,697.58,77.59,12.23
6652.76,13.59,35.66,136.49,123.43,219.76,1716.67,108.32,1113.06,40.86,701.02,77.5,12.23
6653.77,9.93,35.66,136.72,123.77,219.84,1716.67,108.32,1045.76,43,699.09,79.01,12.23
6654.78,9.73,35.29,136.8,124.08,219.82,1726.52,108.69,1014.25,41.95,699.09,74.58,12.23
6655.79,9.58,35.15,136.91,124.35,220.62,1730.31,108.83,1053.69,38.03,698.44,74.67,12.23
6656.8,12.7,35.15,136.91,124.42,219.94,1746.22,108.83,1020.32,36.95,696.5,75.19,12.23
6657.81,15.2,35.9,137.03,124.54,219.89,1730.31,108.09,1058.18,40.3,696.93,78.02,12.23
6658.81,11.84,35.2,137.06,124.54,220.14,1727.27,108.78,1013.7,38.82,697.79,79.81,11.84
6659.82,12.88,35.2,137.14,124.54,219.92,1721.21,108.78,986.88,38.35,696.93,81.6,12.23
6660.83,10.18,34.74,137.14,124.69,220.07,1725.76,109.25,979.02,40.19,698.65,82.73,12.23
6661.84,11.96,35.2,137.22,125.03,218.27,1725,108.78,1007.91,39.51,696.29,82.16,11.84
6662.85,11.35,34.69,137.29,125.07,217.45,1720.46,109.29,974.26,41.06,696.29,82.4,12.23
6663.86,13.61,36.04,137.37,124.88,216.72,1727.27,107.95,1075.76,39.76,695.86,83.2,12.23
6664.87,11.31,34.13,137.37,124.76,216.64,1720.46,109.85,1005.84,42.29,698.22,84,12.23
6665.88,13.82,35.43,137.37,124.61,216.46,1724.24,108.55,1099.13,36.02,694.99,83.25,12.23
6666.89,14.05,34.78,137.33,124.61,216.34,1726.52,109.2,1159.33,45.01,696.29,83.39,12.23
6667.9,13.46,33.58,137.37,124.61,216.28,1727.27,110.41,1006.6,40.78,699.52,84.19,12.23
6668.91,16.01,32.74,137.33,124.61,216.41,1716.67,111.24,1024.53,43,696.93,83.72,12.23
6669.92,13.61,33.67,137.33,124.69,216.88,1728.03,110.31,1040.52,42.49,698.01,82.96,12.23
6670.93,14.03,34.32,137.29,124.76,216.49,1711.36,109.67,1057.07,40.36,698.44,83.25,11.84
6671.94,8.88,30.01,137.29,124.8,215.76,1699.24,113.98,1249.51,46.36,701.45,83.76,11.84
6672.95,14.75,31.07,137.33,124.76,215.25,1693.18,112.91,1206.14,41.57,698.22,83.48,11.84
6673.96,16.85,32.17,137.44,125.22,214.51,1689.39,121.81,1251.37,46.74,705.98,83.43,11.08
6674.97,11.14,31.86,137.48,125.22,214.69,1710.61,112.12,1276.33,44.99,699.73,83.48,11.08
6675.98,14.48,32.19,137.41,125.3,214.29,1711.36,111.8,1161.46,44.31,700.16,83.95,10.32
6676.99,11.15,35.11,137.48,125.41,214.21,1721.21,108.88,1173.8,43.26,698.44,83.43,10.32
6678,13.76,33.62,137.56,125.49,214.2,1717.43,110.36,1159.12,46.1,699.95,83.58,10.32
6679.01,10.86,34.69,137.56,125.6,214.42,1713.64,109.29,1173.05,43.58,698.44,81.41,9.94
6680.02,11.59,33.9,137.67,125.72,214.02,1712.12,110.08,1135.68,45.24,696.29,81.5,9.94
6681.03,12.65,35.79,132.3,107.19,209.45,1669.7,113.33,1213.52,43.6,683.36,81.46,8.79
6682.04,8.76,35.05,132.18,113.9,209.41,1698.49,114.07,1205.59,43.38,686.59,79.95,9.18
6683.05,9.92,34.58,132.83,117.14,209.44,1714.4,114.53,1226.14,43.78,691.12,81.88,8.79
6684.06,9.08,34.68,133.71,119.35,209.79,1711.36,114.44,1270.82,43.87,691.33,81.46,8.79
6685.07,7.85,34.86,134.81,121.18,210,1706.06,114.25,1246.06,43.29,691.33,76.98,8.41
6686.08,9.93,35.33,135.58,122.17,211.79,1707.58,113.79,1221.38,44.31,688.1,78.87,8.41
6687.09,10.63,36.62,134.62,120.23,216.42,1696.97,112.49,1257.17,46.15,689.65,77.59,8.03
6688.1,9.87,35.7,134.51,121.26,219.39,1712.88,113.42,1281.57,43.76,694.61,74.91,8.03
6689.11,9.34,33.33,134.85,121.83,221.6,1698.49,115.78,1266.06,48.4,689.22,75.57,7.65
6690.12,9.86,34.54,135.12,122.21,224.1,1689.39,114.58,1205.87,44.87,687.5,79.95,6.89
6691.13,8.28,34.12,135.39,123.05,223.81,1688.64,115,1182.49,43.87,689.87,80.99,6.51
6692.14,9.66,34.86,135.69,123.62,222.91,1659.09,114.25,1201.38,44.42,693.75,82.26,6.13
6693.15,9.5,34.35,135.27,123.24,223.06,1667.42,114.76,1182.98,44.61,701.29,81.17,4.98
6694.16,9.08,35.09,135.39,123.96,222.85,1666.67,114.02,1160.64,45.24,701.29,81.5,4.6
6695.17,9.04,34.21,135.58,124.42,222.93,1654.54,114.9,1198.49,45.34,700.21,81.69,4.6
6696.18,10.69,35.93,135.77,124.69,222.67,1663.63,113.19,1180.91,45.8,697.63,80.89,4.22
6697.19,9.44,35.6,136.03,124.92,223.01,1661.36,113.51,1178.29,44.6,693.53,81.41,3.84
6698.2,11.53,35.14,136.22,124.99,222.57,1659.09,113.98,1181.94,44.77,692.45,82.12,3.84
6699.21,10.54,35.05,136.57,124.99,222.44,1671.21,114.07,1115.96,44.4,691.38,82.3,3.46
6700.21,9.14,35.28,136.64,125.3,224.19,1676.51,113.84,1163.53,44.49,703.66,82.92,3.08
6701.22,9.55,35.56,136.76,125.49,225.21,1665.15,113.56,1170.91,43.46,704.52,83.34,3.08
6702.23,8.62,35.74,136.83,125.76,225.29,1659.85,113.37,1195.87,44.37,702.8,81.97,2.69
6703.24,8.99,35.33,136.87,125.83,225.63,1681.82,113.79,1245.58,45.71,703.66,81.17,2.31
6704.25,9.54,35.33,136.91,125.95,226.54,1673.48,113.79,1167.53,47.69,705.82,81.55,2.31
6705.26,8.8,35.37,136.99,126.06,226.75,1665.15,113.74,1202.97,46.62,703.23,81.55,1.93
6706.27,8.06,35.42,137.22,126.25,225.82,1660.6,113.7,1198.76,46.17,703.02,82.12,1.93
6707.28,9.54,36.3,137.25,126.33,226.7,1670.45,112.82,1158.57,46.45,704.52,81.27,1.93
6708.29,12.27,36.16,137.25,126.56,227.14,1690.91,112.96,1221.38,44.77,699.35,80.7,1.55
6709.3,20.57,34.72,137.37,126.48,227.12,1690.91,114.39,1253.17,47.26,701.51,79.95,1.55
6710.31,27.58,35.37,137.33,126.56,227.44,1703.03,113.74,1356.8,46.71,699.35,79.9,1.55
6711.36,16.81,31.94,137.41,126.48,227.06,1684.09,117.18,1477.39,42.97,706.25,82.49,1.93
6712.4,21.95,21.84,137.41,126.59,227.04,1653.79,127.28,1287.09,45.47,710.99,80.28,1.93
6713.41,16.56,33.15,136.83,124.54,221.69,1637.88,115.97,1241.65,47.29,696.12,75.95,1.55
6714.42,11.51,35.05,137.03,125.11,221.13,1634.85,114.07,1193.8,46.56,700.65,77.64,1.55
6715.43,9.54,34.17,137.14,125.57,221.29,1640.91,114.95,1204.56,47.43,702.15,77.12,1.55
6716.44,8.77,34.31,137.29,126.1,220.84,1628.78,114.81,1222.21,44.34,699.14,78.77,1.17
6717.45,9.41,33.15,137.48,126.48,220.73,1632.57,115.97,1175.39,48.1,702.37,77.03,1.55
6718.46,11.44,35.47,137.56,126.59,220.65,1640.15,113.65,1157.74,44.72,698.49,77.92,1.17
6719.47,11.53,35.09,137.6,126.71,220.48,1607.57,114.02,1195.59,47.02,702.8,78.72,1.17
6720.48,8.27,35.09,137.75,127.47,217.54,1496.2,114.02,1258.48,46.24,715.73,79.9,1.55
6721.48,17.13,33.15,138.02,126.82,217.04,1637.12,115.97,1136.23,49.13,700.81,80.37,1.17
6722.49,14.65,34.96,138.13,127.01,218.35,1653.03,114.16,1132.02,44.8,699.3,71.52,1.55
6723.5,10.17,34.77,138.28,127.2,218.93,1633.33,114.35,1153.05,48.54,697.58,80.75,1.17
6724.51,8.56,34.54,138.28,127.24,218.6,1634.85,114.58,1115.47,44.83,698.87,79.76,1.55
6725.52,7.73,34.96,138.36,126.98,217.16,1626.51,114.16,1101.55,49.15,693.06,79.57,1.55
6726.53,9.34,35.23,138.28,127.05,216.85,1622.72,113.88,1098.86,43.15,693.92,78.68,1.55
6727.54,9.34,34.72,138.17,127.17,217.63,1615.15,114.39,1086.03,42.91,999.91,78.11,1.55
6728.55,10.56,34.68,138.25,126.86,218.32,1627.27,114.44,1091.55,41.01,691.55,80.99,1.55
6729.56,8.22,34.68,138.21,126.9,218.59,1628.78,114.44,1126.23,41.97,694.13,83.06,1.55
6730.57,9.77,36.21,138.21,126.9,218.65,1636.36,112.91,1153.81,45.68,694.78,83.48,1.55
6731.58,9.01,35.23,138.17,126.9,219.62,1625,113.88,1210.35,44.55,694.13,82.68,1.55
6732.59,10.01,35.51,138.17,127.01,219.47,1643.18,113.61,1164.63,47.72,696.07,82.3,1.55
6733.6,8.67,35.09,138.25,127.01,216.41,1650,114.02,1184.84,47.09,696.93,82.16,1.93
6734.61,10.42,35.79,138.25,126.67,214.79,1629.54,113.33,1129.4,46.12,695.64,83.86,2.31
6735.62,9.06,35.47,138.25,126.75,214.3,1592.42,113.65,1173.05,44.81,702.75,83.86,2.31
6736.63,8.61,35.14,138.28,127.01,215.16,1610.6,113.98,1158.57,43.54,698.87,83.15,2.31
6737.63,10.35,36.16,138.28,127.24,217.09,1612.87,112.96,1155.12,44.89,695.21,83.25,2.31
6738.64,8.83,35.14,138.36,127.09,218.41,1626.51,113.98,1202.21,43.63,695.21,83.43,2.69
6739.65,10.01,35.56,138.25,127.13,219.75,1646.97,113.56,1242.41,45.24,698.22,82.49,2.69
6740.66,7.69,35.05,138.4,126.79,218.58,1656.06,114.07,1187.73,46.1,694.56,81.97,2.69
6741.67,7.45,34.12,138.59,126.82,217.85,1668.18,115,1125.47,42.62,700.38,83.58,2.69
6742.68,7.57,35.28,138.59,126.98,218.22,1647.72,113.84,1140.92,45.16,701.45,83.06,2.31
6743.69,7.1,35.23,138.51,127.01,219.55,1638.63,113.88,1127.82,43.66,701.89,82.02,2.31
6744.7,7.81,34.72,138.44,127.05,219.99,1646.21,114.39,1120.99,44.72,702.32,82.21,2.69
6745.7,8.43,34.68,137.03,123.93,219.45,1686.36,114.44,1240.55,46.88,694.18,78.11,2.31
6746.71,7.22,35,137.14,124.99,220.44,1657.57,114.12,1180.91,46.55,690.95,76.65,2.31
6747.72,7.25,34.72,137.41,125.57,221.06,1631.81,114.39,1165.67,47.15,688.82,77.03,2.69
6748.73,7.05,35,137.64,126.02,221.79,1651.51,114.12,1215.86,46.68,695.5,78.58,2.69
6749.74,8.09,36.44,137.71,126.25,222.16,1663.63,112.68,1180.36,46.47,695.93,77.78,2.69
6750.75,5.95,35.88,137.86,126.48,222.86,1646.21,113.23,1178.77,46.87,692.7,77.64,2.69
6751.76,7.6,36.81,137.98,126.48,223.84,1660.6,112.31,1146.5,46.2,692.48,78.3,2.31
6752.77,6.46,35.56,138.13,126.56,224.12,1674.24,113.56,1189.04,42.68,698.3,78.91,2.69
6753.78,8.45,35.51,138.25,126.67,224.75,1664.39,113.61,1135.19,45.92,696.36,78.77,2.69
6754.79,7.92,36.76,138.28,126.75,225.07,1665.15,112.35,1158.57,47.03,698.73,79.67,3.08
6755.8,7.33,36.11,138.28,126.86,225.46,1665.91,113,1162.22,45.83,696.79,80.75,2.69
6756.81,6.69,35.93,138.36,126.82,226.06,1661.36,113.19,1093.13,47.03,696.36,80.18,3.08
6757.81,7.45,35.79,138.47,126.82,226.58,1675,113.33,1090.44,42.55,698.08,83.2,3.46
6758.82,8.24,36.81,138.51,126.82,226.19,1678.79,112.31,1097.55,43.34,698.73,83.1,3.46
6759.83,8.26,36.86,138.66,126.86,225.55,1696.21,112.26,1142.5,40.77,696.14,82.12,3.84
6760.84,11.39,37.27,138.7,126.9,226.1,1689.39,111.84,1154.36,44.34,697.87,82.92,4.22
6761.85,10.14,37.37,138.74,126.86,226.35,1690.15,111.75,1107.06,43.67,697,81.13,4.6
6762.86,10.81,36.35,138.78,126.82,226.62,1691.67,112.77,1124.37,43.19,697.87,81.27,4.6
6763.87,10.47,37.6,138.78,126.79,226.81,1691.67,111.52,1118.85,44.43,699.37,82.3,4.98
6764.88,12.41,37.18,138.78,126.59,228.58,1696.21,111.94,1084.93,45.06,698.08,83.01,5.36
6765.89,10.59,36.72,138.74,126.52,229.59,1696.21,112.4,1163.53,43.79,700.23,81.88,5.74
6766.9,11.39,37.09,138.78,126.63,228.75,1691.67,112.03,1057.07,43.54,701.1,82.73,6.13
6767.91,12.44,36.81,138.78,126.52,230.3,1682.58,112.31,994.26,41.79,700.02,82.68,6.13
6768.92,11.39,36.62,138.78,125.72,235.08,1683.33,112.49,1112.03,45.24,700.23,82.82,6.13
6769.93,13.02,37,138.7,125.22,238.88,1691.67,112.12,1124.37,46.82,700.45,82.68,6.89
6770.94,11.36,35.98,138.59,124.8,240.97,1685.61,113.14,1057.62,37.32,700.02,83.15,6.89
6771.95,10.62,36.16,138.47,124.08,244.47,1701.52,112.96,1118.85,38.58,699.59,81.97,6.89
6772.96,11.08,36.11,138.25,124.42,243.22,1709.09,113,1061.83,41.13,696.36,82.87,7.27
6773.96,10.47,36.81,138.13,124.61,242.4,1709.85,112.31,1081.27,43.9,693.78,83.29,7.65
6774.97,9.98,36.62,138.09,124.69,242.6,1705.3,112.49,1099.96,44.16,697.44,83.48,7.65
6775.98,11.54,35.78,136.07,120.53,234.65,1715.15,110.27,1029.77,36.08,690.5,82.68,9.56
6776.99,8.91,35.04,136.3,121.26,233.25,1718.18,111.01,1053.69,38.7,694.37,82.21,9.56
6778,10.42,36.02,136.42,121.71,232.98,1709.09,110.04,1043.42,42.46,691.15,81.5,9.94
6779.01,9.15,34.67,136.64,122.1,232.73,1717.43,111.38,995.57,41.16,693.08,81.08,9.94
6780.02,9.6,35.18,136.8,122.52,233.1,1715.91,110.87,1063.42,45.56,692.22,81.69,9.94
6781.03,8.1,34.67,136.8,122.86,234.43,1709.09,111.38,987.43,41.76,702.55,81.13,10.32
6782.04,9.44,35.41,136.8,123.43,233.43,1652.27,110.64,1000.33,42.88,712.87,81.88,9.94
6783.05,8.48,34.9,136.99,124.12,231.31,1582.57,111.15,1019.22,47.96,700.61,82.12,10.32
6784.06,9.22,35.83,137.14,124.23,231.52,1589.39,110.22,1079.69,42.71,695.66,81.27,9.94
6785.07,7.87,34.9,137.18,124.38,231.36,1576.51,111.15,1048.94,40.6,707.93,80.89,9.94
6786.08,9.54,33.98,137.22,124.27,231.72,1609.09,112.08,1014.74,37.59,698.68,79.95,9.94
6787.09,9.3,36.06,137.14,124.12,232.1,1625.75,109.99,956.13,43.54,694.37,80.23,10.32
6788.09,8.93,35.41,137.52,124.19,230.73,1649.24,110.64,1053.69,38.61,695.45,82.68,10.32
6789.1,9.46,34.72,137.6,124.42,229.92,1653.03,111.33,1048.38,38.59,690.93,83.53,10.32
6790.11,8.96,35.83,137.48,124.04,230.72,1647.72,110.22,1037.63,44.37,696.53,82.68,9.94
6791.12,8.78,36.15,137.6,124.35,230.29,1641.66,109.9,1071.55,38.61,700.18,83.62,10.32
6792.13,8.26,34.95,137.41,124.38,230.98,1638.63,111.1,1024.25,43.28,700.4,83.58,9.94
6793.14,9.41,34.39,137.29,124.27,229.64,1643.94,111.66,1066.04,38.03,699.54,83.25,9.94
6794.15,8.09,35.04,137.18,124.08,229.13,1655.3,111.01,1049.76,41.41,701.9,82.3,10.32
6795.16,9.37,35.18,137.18,124,229.06,1660.6,110.87,1028.46,41.5,694.8,81.08,9.94
6796.17,7.88,36.11,137.22,123.85,228.26,1663.63,109.94,1000.05,42.01,699.75,82.02,10.32
6797.18,9.44,34.81,137.22,123.77,227.92,1663.63,111.24,985.85,44.61,697.39,81.13,9.94
6798.19,9.07,35.97,137.18,123.85,228.16,1656.82,110.08,1022.94,41.47,698.46,81.31,9.94
6800,7.92,34.72,136.91,123.32,229.45,1593.18,111.33,1063.69,35,682.97,81.08,9.94
6800.23,12.54,6.35,123.53,98.69,213.68,371.89,133.45,1367.55,47,281.52,45.1,1.17
6801.25,2.28,10.06,123.57,104.29,212.75,480.23,129.74,1361,60.72,281.09,46.28,1.17
6802.25,3.15,12.19,121.09,103.99,210.91,526.45,127.61,1365.42,65.29,280.87,48.54,1.17
6803.26,1.26,13.21,121.62,103.26,215.17,494.63,126.59,1443.54,70.12,280.87,44.72,1.93
6804.27,1.33,12.84,122.16,103.45,213.29,494.63,126.96,1264.75,71.53,280.66,45.85,2.31
6805.28,0.91,11.82,122.88,104.41,208.84,509.78,127.98,1169.6,70.66,280.87,46.42,3.46
6806.29,1.18,13.03,122.88,103.76,206.15,454.47,126.77,1164.84,74.28,281.09,46.14,6.13
6807.3,1.53,12.56,122.88,103.45,205.19,396.14,127.24,1872.27,83.37,281.52,46.56,8.41
6808.31,2.03,12.7,122.54,103.22,205.92,421.9,127.1,1736.37,79.6,289.27,46.14,9.56
6809.33,2.62,21,119.34,101.78,212.83,430.23,118.8,1699,83.82,281.73,46.42,10.32
6810.34,1.29,13.49,120.67,101.05,213.68,459.02,126.31,1744.5,81.69,282.81,51.69,10.7
6811.35,1,12.29,120.59,101.36,211.75,514.32,127.51,1681.69,79,291.85,52.07,11.08
6812.36,1.8,14.09,120.71,101.51,211.84,509.02,125.71,1887.23,91.04,296.59,51.98,11.08
6813.39,1,16.04,134.89,115.23,180.16,999.2,134.7,921.45,37.12,708.48,63.47,9.94
6814.4,9.74,21,134.74,115.2,180.59,1032.54,129.74,894.35,37.22,704.18,65.96,9.94
6815.41,9.45,22.53,134.62,115.08,180.26,1049.2,128.21,889.11,34.26,692.99,67.23,10.32
6816.42,11.88,24.06,134.55,114.93,180.21,1133.3,126.68,893.04,33.94,698.15,65.21,9.94
6817.43,12.94,23.41,134.39,114.85,180.4,1085.57,127.33,896.21,34.62,690.62,63.23,9.94
6818.44,12.66,23.5,134.24,114.74,180.06,1092.39,127.24,851.26,37.06,700.09,61.49,9.94
6819.45,13.72,23.41,134.13,114.62,180.14,1099.21,127.33,896.21,33.5,697.29,62.24,9.94
6820.46,14.89,23.13,134.17,114.51,180.27,1124.97,127.61,898.35,34.38,689.55,64.83,10.32
6821.47,13.82,23.74,134.13,114.36,180.54,1107.54,127,894.14,33.8,689.98,65.54,10.32
6822.48,11.99,23.69,134.01,114.28,180.21,1095.42,127.05,917.79,36.39,694.5,63.56,10.32
6823.59,18.47,31.29,134.2,113.94,178.54,978.75,119.45,470.1,0,638.99,57.3,9.94
6824.65,10.12,29.67,134.28,113.75,179.38,1067.39,121.07,191.47,0,661.15,63.04,9.94
6825.66,11.47,33.29,134.39,113.86,179.56,1001.47,117.45,201.2,0,669.75,63.7,9.94
6826.67,10.56,36.16,134.66,114.09,180.73,947.68,114.58,199.89,0,693.42,62.43,9.94
6827.68,13.3,37.78,134.85,114.2,182.1,936.32,112.96,200.64,0,694.28,59.09,9.94
6828.69,6.5,31.01,134.89,113.9,187.07,966.62,119.73,204.57,0,695.79,66.72,9.94
6829.7,9.59,32.13,134.78,113.67,190.63,995.41,118.61,207.75,0,705.9,60.22,9.94
6830.71,7.83,28.51,134.66,113.48,194.57,949.2,122.23,210.92,0,707.62,62.43,9.94
6831.72,9.99,31.34,134.59,113.4,197.84,969.65,119.4,212.23,0,702.46,68.93,9.56
6832.74,15.38,24.39,135.35,114.32,202.65,1619.69,126.35,852.57,40.14,635.12,69.26,9.94
6833.75,13.31,25.13,137.14,115.58,203.03,1587.12,125.61,825.26,36.71,631.46,80.42,9.94
6834.76,16.53,25.54,137.67,116.57,203.42,1581.05,125.2,766.38,37.13,642.01,77.74,9.94
6835.77,14.38,24.76,137.33,117.52,204.01,1552.26,125.98,802.37,37.38,629.3,83.48,10.32
6836.78,15.02,24.43,137.22,118.17,204.19,1605.3,126.31,825.47,36.54,637.27,74.53,9.94
6837.79,15.73,24.34,136.95,118.66,204.54,1574.24,126.4,787.13,36.14,622.84,78.58,9.94
6838.8,16.08,26.8,136.99,118.93,204.73,1611.36,123.94,809.75,35.54,633.18,77.36,9.94
6839.81,16.59,25.13,135.54,116.76,203.49,1546.96,125.61,861.25,40.51,607.77,75.9,10.32
6840.82,20.78,24.48,135.65,116.99,203.39,1509.84,126.26,896.76,42.03,606.48,70.01,10.7
6841.83,13.87,26.84,135.81,117.37,203.74,1570.45,123.9,904.9,40.4,603.25,73.5,10.32
6842.84,15.08,25.13,135.84,117.6,203.89,1506.05,125.61,871.73,39.75,605.83,77.36,10.32
6843.85,14.49,26.61,135.88,117.9,203.53,1626.51,124.13,872.56,39.78,622.84,67.05,9.94
6844.85,15.46,27.17,135.96,118.17,203.73,1659.09,123.57,885.46,40.95,621.55,69.87,9.94
6845.86,14.42,26.66,136.07,118.36,203.53,1601.51,124.08,863.32,41.44,625,68.6,9.56
6846.87,14.55,23.64,136.11,118.55,203.6,1568.93,127.1,922.76,39.82,612.51,78.58,9.94
6847.88,16.2,25.78,135.96,118.66,204.05,1590.9,124.96,904.07,40.59,625.64,75.48,9.56
6848.89,13.3,25.45,135.96,118.7,203.89,1568.93,125.29,879.11,40.33,614.66,77.59,9.56
6849.9,15.47,24.43,135.88,118.78,203.79,1586.36,126.31,917.79,41.03,625,74.3,9.18
6850.91,14.65,25.03,135.88,118.89,203.59,1566.66,125.71,918.83,39.47,621.98,75.43,9.18
6851.92,15.27,26.29,135.92,119.01,203.63,1574.99,124.45,884.63,36.69,616.17,76.09,8.79
